rank,model_id,downloads,likes,model_type,architectures,parameters (str),parameters,library,is_gated,is_moe,config_class,is_supported,Year
360,meta-llama/Llama-2-70b-chat-hf,145307,2207,llama,LlamaForCausalLM,70b,70000000000,transformers,True,False,,False,2023
361,trl-internal-testing/tiny-Cohere2ForCausalLM,145259,0,cohere2,Cohere2ForCausalLM,0.0B,2099096,transformers,False,False,Cohere2Config,False,2026
362,cyankiwi/Qwen3-30B-A3B-Instruct-2507-AWQ-4bit,145193,31,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
363,unsloth/mistral-7b-instruct-v0.3-bnb-4bit,144995,37,mistral,MistralForCausalLM,7b,7000000000,transformers,False,False,MistralConfig,True,2024
364,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF,144172,140,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2024
365,Qwen/Qwen2.5-14B-Instruct-GPTQ-Int4,144155,26,qwen2,Qwen2ForCausalLM,14B,14000000000,transformers,False,False,Qwen2Config,True,2024
366,huihui-ai/DeepSeek-R1-Distill-Qwen-32B-abliterated,144108,242,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2025
367,farbodtavakkoli/OTel-LLM-0.6B-IT,142704,0,qwen3,Qwen3ForCausalLM,0.6B,600000000,,False,False,Qwen3Config,True,2026
368,trl-internal-testing/tiny-LlamaForCausalLM-3.1,142354,0,llama,LlamaForCausalLM,0.0B,2054056,transformers,False,False,LlamaConfig,True,2024
369,facebook/opt-350m,140415,149,opt,OPTForCausalLM,,,transformers,False,False,OPTConfig,False,2022
370,google/gemma-3-1b-pt,140016,194,gemma3_text,Gemma3ForCausalLM,1b,1000000000,transformers,True,False,,False,2025
371,unsloth/Qwen2.5-3B-Instruct,139998,16,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2024
372,baichuan-inc/Baichuan-7B,139507,842,baichuan,BaiChuanForCausalLM,7B,7000000000,transformers,False,False,BaiChuanConfig,False,2023
373,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,139058,773,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2025
374,trl-internal-testing/tiny-Phi3ForCausalLM-3,136920,0,phi3,Phi3ForCausalLM,0.0B,514136,transformers,False,False,Phi3Config,True,2026
375,nvidia/MiniMax-M2.7-NVFP4,136839,42,minimax_m2,MiniMaxM2ForCausalLM,130B,130392056320,Model Optimizer,False,False,MiniMaxM2Config,False,2026
376,omni-research/Tarsier-7b,136250,25,llava,TarsierForConditionalGeneration,7b,7000000000,transformers,True,False,,False,2024
377,Qwen/Qwen2-1.5B,136045,102,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
378,google/functiongemma-270m-it,135773,987,gemma3_text,Gemma3ForCausalLM,,,transformers,True,False,,False,2025
379,cais/HarmBench-Llama-2-13b-cls,134878,29,llama,LlamaForCausalLM,13b,13000000000,transformers,False,False,LlamaConfig,True,2024
380,meta-llama/Llama-3.1-405B,134714,974,llama,LlamaForCausalLM,405B,405000000000,transformers,True,False,,False,2024
381,cyankiwi/Qwen3-Next-80B-A3B-Thinking-AWQ-4bit,134597,23,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
382,naver-hyperclovax/HyperCLOVAX-SEED-Omni-8B,134150,186,vlm,HCXVisionV2ForCausalLM,8B,8000000000,transformers,False,False,HCXVisionConfig,False,2025
383,Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ,133989,4,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
384,RedHatAI/DeepSeek-Coder-V2-Lite-Instruct-FP8,133055,12,deepseek_v2,DeepseekV2ForCausalLM,16B,15706484224,transformers,False,True,DeepseekV2Config,False,2024
385,allenai/OLMoE-1B-7B-0924,131587,143,olmoe,OlmoeForCausalLM,,,transformers,False,True,OlmoeConfig,False,2024
386,lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-8bit,131241,2,qwen2,Qwen2ForCausalLM,14B,14000000000,mlx,False,False,Qwen2Config,True,2024
387,XiaomiMiMo/MiMo-7B-Base,131121,132,mimo,MiMoForCausalLM,7B,7000000000,transformers,False,False,MiMoConfig,False,2025
388,Qwen/Qwen2.5-14B,131041,150,qwen2,Qwen2ForCausalLM,14B,14000000000,,False,False,Qwen2Config,True,2024
389,microsoft/biogpt,131008,304,biogpt,BioGptForCausalLM,,,transformers,False,False,BioGptConfig,False,2022
390,trl-internal-testing/tiny-MistralForCausalLM-0.1,130296,0,mistral,MistralForCausalLM,0.0B,513960,transformers,False,False,MistralConfig,True,2024
391,farbodtavakkoli/OTel-LLM-270M-IT,129870,0,gemma3_text,Gemma3ForCausalLM,0.27B,268098176,,False,False,Gemma3TextConfig,False,2026
392,zai-org/GLM-4.5,129140,1401,glm4_moe,Glm4MoeForCausalLM,358B,358337791296,transformers,False,True,Glm4MoeConfig,False,2025
393,pearl-ai/Llama-3.3-70B-Instruct-pearl,129085,2,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2026
394,meta-llama/Llama-2-13b-chat-hf,128169,1115,llama,LlamaForCausalLM,13b,13000000000,transformers,True,False,,False,2023
395,NousResearch/Meta-Llama-3-8B,127719,102,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
396,Jackrong/Qwen3.5-4B-Claude-4.6-Opus-Reasoning-Distilled-GGUF,127251,128,qwen3_5,Qwen3_5ForConditionalGeneration,4B,4000000000,,False,False,Qwen3_5Config,False,2026
397,JackFram/llama-160m,127031,37,llama,LlamaForCausalLM,0.16B,162417792,transformers,False,False,LlamaConfig,True,2023
398,nvidia/MiniMax-M2.5-NVFP4,126072,34,minimax_m2,MiniMaxM2ForCausalLM,130B,130392056320,Model Optimizer,False,False,MiniMaxM2Config,False,2026
399,lmstudio-community/LFM2.5-1.2B-Instruct-MLX-8bit,125965,2,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2026
400,unsloth/gpt-oss-20b-unsloth-bnb-4bit,125769,38,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
401,SanjiWatsuki/Kunoichi-DPO-v2-7B,125463,89,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2024
402,deepcogito/cogito-v1-preview-qwen-32B,125457,116,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2025
403,microsoft/Phi-3.5-MoE-instruct,125144,574,phimoe,PhiMoEForCausalLM,,,transformers,False,True,PhiMoEConfig,False,2024
404,MaxJeblick/llama2-0b-unit-test,124610,2,llama,LlamaForCausalLM,0b,0,transformers,False,False,LlamaConfig,True,2023
405,LiquidAI/LFM2.5-350M,124418,302,lfm2,Lfm2ForCausalLM,0.35B,354483968,transformers,False,False,Lfm2Config,False,2026
406,lmstudio-community/LFM2.5-1.2B-Instruct-MLX-4bit,124196,1,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2026
407,cyankiwi/MiniMax-M2.5-REAP-139B-A10B-AWQ-4bit,123738,13,minimax_m2,MiniMaxM2ForCausalLM,139B,139000000000,transformers,False,False,MiniMaxM2Config,False,2026
408,lmstudio-community/LFM2.5-1.2B-Instruct-MLX-6bit,123644,4,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2026
409,OpenPipe/Qwen3-14B-Instruct,123385,12,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
410,swiss-ai/Apertus-8B-Instruct-2509,122693,455,apertus,ApertusForCausalLM,8B,8000000000,transformers,False,False,ApertusConfig,False,2025
411,mtgv/MobileLLaMA-1.4B-Chat,122673,20,llama,LlamaForCausalLM,1.4B,1400000000,transformers,False,False,LlamaConfig,True,2023
412,deepseek-ai/deepseek-coder-6.7b-instruct,122651,493,llama,LlamaForCausalLM,6.7b,6700000000,transformers,False,False,LlamaConfig,True,2023
413,Qwen/Qwen3-30B-A3B-Thinking-2507,122637,378,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
414,Qwen/Qwen2.5-32B,122046,176,qwen2,Qwen2ForCausalLM,32B,32000000000,,False,False,Qwen2Config,True,2024
415,JunHowie/Qwen3-14B-GPTQ-Int4,121389,4,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
416,MaziyarPanahi/gemma-3-4b-it-GGUF,119639,18,mistral,,4b,4000000000,,False,False,MistralConfig,True,2025
417,Salesforce/codegen-350M-mono,118884,101,codegen,CodeGenForCausalLM,,,transformers,False,False,CodeGenConfig,False,2022
418,llamafactory/tiny-random-qwen3,118749,0,qwen3,Qwen3ForCausalLM,0.0B,2439264,,False,False,Qwen3Config,True,2026
419,deepseek-ai/DeepSeek-Coder-V2-Instruct,117924,686,deepseek_v2,DeepseekV2ForCausalLM,236B,235741434880,transformers,False,True,DeepseekV2Config,False,2024
420,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int8,117639,13,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2024
421,trl-internal-testing/tiny-DeepseekV3ForCausalLM-0528,117586,1,deepseek_v3,DeepseekV3ForCausalLM,0.01B,5516568,transformers,False,True,DeepseekV3Config,False,2025
422,MaziyarPanahi/Meta-Llama-3-8B-Instruct-GGUF,117065,102,mistral,,8B,8000000000,transformers,False,False,MistralConfig,True,2024
423,inclusionAI/LLaDA2.1-flash,116398,92,llada2_moe,LLaDA2MoeModelLM,103B,102889705216,transformers,False,True,LLaDA2MoeConfig,False,2026
424,unsloth/Qwen3-4B-Instruct-2507-unsloth-bnb-4bit,114956,14,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
425,TitanML/tiny-mixtral,114832,2,mixtral,MixtralForCausalLM,0.25B,246961152,transformers,False,True,MixtralConfig,False,2024
426,Qwen/Qwen-VL,114769,278,qwen,QWenLMHeadModel,,,transformers,False,False,QWenConfig,False,2023
427,MaziyarPanahi/Phi-4-mini-instruct-GGUF,114491,12,mistral,,,,,False,False,MistralConfig,True,2025
428,MaziyarPanahi/Mixtral-8x22B-v0.1-GGUF,114189,77,mixtral,MixtralForCausalLM,,,transformers,False,True,MixtralConfig,False,2024
429,meta-llama/Meta-Llama-3-70B,113790,874,llama,LlamaForCausalLM,70B,70000000000,transformers,True,False,,False,2024
430,XiaomiMiMo/MiMo-V2-Flash,113693,728,mimo_v2_flash,MiMoV2FlashForCausalLM,310B,309785318400,transformers,False,False,MiMoV2FlashConfig,False,2025
431,MaziyarPanahi/Yi-Coder-1.5B-Chat-GGUF,113406,19,mistral,,1.5B,1500000000,,False,False,MistralConfig,True,2024
432,MaziyarPanahi/Llama-3-8B-Instruct-32k-v0.1-GGUF,112969,58,mistral,,8B,8000000000,transformers,False,False,MistralConfig,True,2024
433,MaziyarPanahi/Mistral-Nemo-Instruct-2407-GGUF,112467,51,mistral,,,,transformers,False,False,MistralConfig,True,2024
434,naver-hyperclovax/HyperCLOVAX-SEED-Think-32B,112243,396,vlm,HCXVisionV2ForCausalLM,32B,32000000000,transformers,False,False,HCXVisionConfig,False,2025
435,MaziyarPanahi/gemma-2-2b-it-GGUF,112087,14,mistral,,2b,2000000000,transformers,False,False,MistralConfig,True,2024
436,MaziyarPanahi/gemma-3-1b-it-GGUF,112050,13,mistral,,1b,1000000000,,False,False,MistralConfig,True,2025
437,MaziyarPanahi/Yi-1.5-6B-Chat-GGUF,112022,9,mistral,,6B,6000000000,transformers,False,False,MistralConfig,True,2024
438,MaziyarPanahi/Mistral-Small-24B-Instruct-2501-GGUF,111990,12,mistral,,24B,24000000000,,False,False,MistralConfig,True,2025
439,Qwen/Qwen3-235B-A22B-Instruct-2507,111680,779,qwen3_moe,Qwen3MoeForCausalLM,235B,235000000000,transformers,False,True,Qwen3MoeConfig,False,2025
440,MaziyarPanahi/Qwen2.5-7B-Instruct-GGUF,111316,11,mistral,,7B,7000000000,,False,False,MistralConfig,True,2024
441,MaziyarPanahi/WizardLM-2-7B-GGUF,111203,83,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2024
442,MaziyarPanahi/Yi-Coder-9B-Chat-GGUF,111193,8,mistral,,9B,9000000000,,False,False,MistralConfig,True,2024
443,MaziyarPanahi/Llama-3.2-1B-Instruct-GGUF,110805,18,mistral,,1B,1000000000,,False,False,MistralConfig,True,2024
444,MaziyarPanahi/Qwen2.5-1.5B-Instruct-GGUF,110803,10,mistral,,1.5B,1500000000,,False,False,MistralConfig,True,2024
445,MaziyarPanahi/DeepSeek-R1-0528-Qwen3-8B-GGUF,110798,9,mistral,,8B,8000000000,,False,False,MistralConfig,True,2025
446,MaziyarPanahi/gemma-3-12b-it-GGUF,110715,19,mistral,,12b,12000000000,,False,False,MistralConfig,True,2025
447,MaziyarPanahi/Llama-3.2-3B-Instruct-GGUF,110395,15,mistral,,3B,3000000000,,False,False,MistralConfig,True,2024
448,MaziyarPanahi/mistral-small-3.1-24b-instruct-2503-hf-GGUF,109941,2,mistral,,24b,24000000000,,False,False,MistralConfig,True,2025
449,TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ,109887,5,llama,LlamaForCausalLM,1.1B,1100000000,transformers,False,False,LlamaConfig,True,2023
450,MaziyarPanahi/Llama-3-8B-Instruct-64k-GGUF,109779,13,mistral,,8B,8000000000,transformers,False,False,MistralConfig,True,2024
451,MaziyarPanahi/Ministral-3-3B-Reasoning-2512-GGUF,109768,4,mistral,,3B,3000000000,,False,False,MistralConfig,True,2025
452,MaziyarPanahi/Qwen2-7B-Instruct-GGUF,109641,10,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2024
453,MaziyarPanahi/solar-pro-preview-instruct-GGUF,109411,28,mistral,,,,,False,False,MistralConfig,True,2024
454,MaziyarPanahi/mathstral-7B-v0.1-GGUF,109396,7,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2024
455,trl-internal-testing/tiny-Phi3ForCausalLM-3.5,109375,0,phi3,Phi3ForCausalLM,0.0B,514136,transformers,False,False,Phi3Config,True,2026
456,MaziyarPanahi/phi-4-GGUF,109355,8,mistral,,,,,False,False,MistralConfig,True,2025
457,ggml-org/stories15M_MOE,109285,7,mixtral,MixtralForCausalLM,0.04B,36358560,transformers,False,True,MixtralConfig,False,2024
458,MaziyarPanahi/Mistral-Small-Instruct-2409-GGUF,109202,4,mistral,,,,,False,False,MistralConfig,True,2024
459,nvidia/GLM-5-NVFP4,109126,31,glm_moe_dsa,GlmMoeDsaForCausalLM,435B,435238854912,Model Optimizer,False,True,GlmMoeDsaConfig,False,2026
460,meta-llama/Meta-Llama-3-70B-Instruct,109010,1513,llama,LlamaForCausalLM,70B,70000000000,transformers,True,False,,False,2024
461,Qwen/Qwen-VL-Chat,108872,384,qwen,QWenLMHeadModel,,,transformers,False,False,QWenConfig,False,2023
462,unsloth/Qwen3-8B,108557,16,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
463,TheBloke/TinyLlama-1.1B-Chat-v1.0-GPTQ,108527,14,llama,LlamaForCausalLM,1.1B,1100000000,transformers,False,False,LlamaConfig,True,2023
464,LaaP-ai/qwen-base-invoicev1.01-1.5B,107586,0,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2025
465,bigcode/starcoder2-3b,107443,220,starcoder2,Starcoder2ForCausalLM,3b,3000000000,transformers,False,False,Starcoder2Config,False,2023
466,Vamsi/T5_Paraphrase_Paws,106472,43,t5,T5ForConditionalGeneration,0.22B,222903936,transformers,False,False,T5Config,False,2022
467,MaziyarPanahi/Qwen3-30B-A3B-Instruct-2507-GGUF,105782,4,mistral,,30B,30000000000,,False,False,MistralConfig,True,2025
468,kmhf/hf-moshiko,105711,0,moshi,MoshiForConditionalGeneration,7.8B,7783880545,transformers,False,False,MoshiConfig,False,2024
469,meta-llama/Llama-3.1-70B,104922,417,llama,LlamaForCausalLM,70B,70000000000,transformers,True,False,,False,2024
470,unsloth/llama-3-8b-Instruct-bnb-4bit,104495,134,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2024
471,mlabonne/Qwen3-30B-A3B-abliterated,104335,37,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
472,google/gemma-7b,104116,3319,gemma,GemmaForCausalLM,7b,7000000000,transformers,True,False,,False,2024
473,meta-llama/Llama-Guard-3-8B,103686,295,llama,LlamaForCausalLM,8B,8000000000,transformers,True,False,,False,2024
474,ibm-granite/granite-4.0-tiny-preview,103417,184,granitemoehybrid,GraniteMoeHybridForCausalLM,,,transformers,False,True,GraniteMoeHybridConfig,True,2025
475,Efficient-Large-Model/gemma-2-2b-it,102944,3,gemma2,Gemma2ForCausalLM,2b,2000000000,transformers,False,False,Gemma2Config,False,2024
476,MiniMaxAI/MiniMax-M2,102726,1492,minimax_m2,MiniMaxM2ForCausalLM,229B,228703644928,transformers,False,False,MiniMaxM2Config,False,2025
477,unsloth/Qwen2.5-3B-Instruct-bnb-4bit,102282,14,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2024
478,unsloth/Qwen2.5-0.5B-Instruct,102265,12,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
479,nvidia/NVIDIA-Nemotron-Nano-9B-v2-Japanese,101387,136,nemotron_h,NemotronHForCausalLM,9B,9000000000,transformers,False,False,NemotronHConfig,False,2026
480,nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,100410,85,nemotron_h,NemotronHForCausalLM,4B,4000000000,transformers,False,False,NemotronHConfig,False,2026
481,tiiuae/falcon-mamba-7b,100406,242,falcon_mamba,FalconMambaForCausalLM,7b,7000000000,transformers,False,False,FalconMambaConfig,False,2024
482,TheBloke/Mistral-7B-Instruct-v0.2-AWQ,100328,52,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2023
483,facebook/xglm-564M,100207,54,xglm,XGLMForCausalLM,,,transformers,False,False,XGLMConfig,False,2022
484,ibm-granite/granite-34b-code-instruct-8k,99997,78,gpt_bigcode,GPTBigCodeForCausalLM,34b,34000000000,transformers,False,False,GPTBigCodeConfig,False,2024
485,EleutherAI/pythia-160m-deduped,99697,3,gpt_neox,GPTNeoXForCausalLM,0.21B,212654688,transformers,False,False,GPTNeoXConfig,False,2023
486,moonshotai/Moonlight-16B-A3B-Instruct,99245,193,deepseek_v3,DeepseekV3ForCausalLM,16B,16000000000,transformers,False,True,DeepseekV3Config,False,2025
487,thesven/Mistral-7B-Instruct-v0.3-GPTQ,98478,1,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2024
488,Alibaba-NLP/Tongyi-DeepResearch-30B-A3B,98394,813,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
489,peft-internal-testing/tiny-dummy-qwen2,97482,0,qwen2,Qwen2ForCausalLM,0.0B,1217480,transformers,False,False,Qwen2Config,True,2024
490,LiquidAI/LFM2-1.2B,97407,352,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2025
491,yuhuili/EAGLE-LLaMA3-Instruct-8B,96895,5,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
492,GSAI-ML/LLaDA-8B-Base,96503,98,llada,LLaDAModelLM,8B,8000000000,transformers,False,False,LLaDAConfig,False,2025
493,lmms-lab/llava-onevision-qwen2-7b-ov,95281,64,llava,LlavaQwenForCausalLM,7b,7000000000,transformers,False,False,LlavaConfig,False,2024
494,Salesforce/ctrl,95236,17,ctrl,,,,transformers,False,False,CTRLConfig,False,2022
495,trl-internal-testing/tiny-Qwen3ForCausalLM-Instruct-2507,95222,0,qwen3,Qwen3ForCausalLM,0.0B,2453368,transformers,False,False,Qwen3Config,True,2026
496,cyankiwi/Qwen3-Coder-Next-AWQ-4bit,95095,28,qwen3_next,Qwen3NextForCausalLM,82B,82090457856,transformers,False,False,Qwen3NextConfig,False,2026
497,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,95087,189,llama,LlamaForCausalLM,1.1B,1100000000,transformers,False,False,LlamaConfig,True,2023
498,KBlueLeaf/DanTagGen-delta-rev2,94971,41,llama,LlamaForCausalLM,0.39B,392754176,transformers,False,False,LlamaConfig,True,2024
499,HuggingFaceH4/tiny-random-LlamaForCausalLM,94046,2,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2023
500,allenai/OLMoE-1B-7B-0125-Instruct,93942,64,olmoe,OlmoeForCausalLM,6.9B,6919161856,transformers,False,True,OlmoeConfig,False,2025
501,lmstudio-community/NVIDIA-Nemotron-3-Nano-30B-A3B-MLX-4bit,93656,2,,,30B,30000000000,transformers,False,False,,False,2025
502,unsloth/gpt-oss-120b-BF16,93633,8,gpt_oss,GptOssForCausalLM,120b,120000000000,transformers,False,False,GptOssConfig,False,2025
503,haykgrigorian/TimeCapsuleLLM-v2-llama-1.2B,93443,45,llama,LlamaForCausalLM,1.2B,1200000000,transformers,False,False,LlamaConfig,True,2026
504,google/reformer-crime-and-punishment,91521,11,reformer,ReformerModelWithLMHead,,,transformers,False,False,ReformerConfig,False,2022
505,tiiuae/Falcon-H1-0.5B-Base,91226,16,falcon_h1,FalconH1ForCausalLM,0.5B,500000000,transformers,False,False,FalconH1Config,False,2025
506,Qwen/QwQ-32B-AWQ,91221,133,qwen2,Qwen2ForCausalLM,32B,32000000000,,False,False,Qwen2Config,True,2025
507,pearl-ai/Llama-3.1-8B-Instruct-pearl,91186,2,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2026
508,Qwen/Qwen2.5-Coder-0.5B-Instruct,90918,67,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
509,ibm-granite/granite-4.0-h-tiny,90412,202,granitemoehybrid,GraniteMoeHybridForCausalLM,6.9B,6939037248,transformers,False,True,GraniteMoeHybridConfig,True,2025
510,unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,90402,10,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2025
511,roneneldan/TinyStories-1M,90338,65,gpt_neo,GPTNeoForCausalLM,,,transformers,False,False,GPTNeoConfig,False,2023
512,google/reformer-enwik8,89788,21,reformer,ReformerModelWithLMHead,,,transformers,False,False,ReformerConfig,False,2022
513,Qwen/Qwen1.5-7B,89375,56,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
514,unsloth/Llama-3.2-1B,89305,67,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
515,aubmindlab/aragpt2-base,88373,31,gpt2,GPT2LMHeadModel,0.15B,147577344,transformers,False,False,GPT2Config,False,2022
516,Intel/Qwen3-Coder-Next-int4-AutoRound,86484,35,qwen3_next,Qwen3NextForCausalLM,12B,11502254848,,False,False,Qwen3NextConfig,False,2026
517,Qwen/Qwen1.5-0.5B-Chat,86254,94,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
518,lmstudio-community/NVIDIA-Nemotron-3-Nano-30B-A3B-MLX-8bit,85817,3,,,30B,30000000000,transformers,False,False,,False,2025
519,delphi-suite/v0-llama2-100k,85554,0,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2024
520,XiaomiMiMo/MiMo-7B-RL,85515,276,mimo,MiMoForCausalLM,7B,7000000000,transformers,False,False,MiMoConfig,False,2025
521,abeja/gpt-neox-japanese-2.7b,85506,59,gpt_neox_japanese,GPTNeoXJapaneseForCausalLM,2.7b,2700000000,transformers,False,False,GPTNeoXJapaneseConfig,False,2022
522,mmangkad/Qwen3.6-27B-NVFP4,84631,6,qwen3_5,Qwen3_5ForConditionalGeneration,27B,27000000000,Model Optimizer,False,False,Qwen3_5Config,False,2026
523,lmstudio-community/NVIDIA-Nemotron-3-Nano-30B-A3B-MLX-6bit,84501,0,,,30B,30000000000,transformers,False,False,,False,2025
524,lmstudio-community/NVIDIA-Nemotron-3-Nano-30B-A3B-MLX-5bit,84356,0,,,30B,30000000000,transformers,False,False,,False,2025
525,unsloth/DeepSeek-R1-Distill-Qwen-1.5B-GGUF,81295,137,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2025
526,trl-internal-testing/tiny-FalconMambaForCausalLM,81281,0,falcon_mamba,FalconMambaForCausalLM,0.0B,525400,transformers,False,False,FalconMambaConfig,False,2024
527,RedHatAI/gpt-oss-20b-speculator.eagle3,81141,8,,Eagle3DraftModel,20b,20000000000,transformers,False,False,,False,2025
528,EleutherAI/pythia-1.4b,81132,26,gpt_neox,GPTNeoXForCausalLM,1.4b,1400000000,transformers,False,False,GPTNeoXConfig,False,2023
529,RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,80803,0,granite,GraniteForCausalLM,2b,2000000000,transformers,False,False,GraniteConfig,True,2025
530,unsloth/llama-3-8b-bnb-4bit,80676,204,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2024
531,EleutherAI/pythia-1b,80646,45,gpt_neox,GPTNeoXForCausalLM,1b,1000000000,transformers,False,False,GPTNeoXConfig,False,2023
532,meituan-longcat/LongCat-Flash-Chat,80446,533,,LongcatFlashForCausalLM,562B,561862880256,LongCat-Flash-Chat,False,False,LongcatFlashConfig,False,2025
533,allenai/wildguard,79844,44,mistral,MistralForCausalLM,7.2B,7248031744,transformers,True,False,,False,2024
534,mlx-community/Qwen3-30B-A3B-4bit,79659,15,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,mlx,False,True,Qwen3MoeConfig,False,2025
535,TheBloke/Mistral-7B-Instruct-v0.2-GGUF,78832,505,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2023
536,internlm/internlm2_5-7b-chat,78787,200,internlm2,InternLM2ForCausalLM,7b,7000000000,transformers,False,False,InternLM2Config,False,2024
537,stabilityai/stablelm-3b-4e1t,77994,312,stablelm,StableLmForCausalLM,3b,3000000000,transformers,False,False,StableLmConfig,False,2023
538,baffo32/decapoda-research-llama-7B-hf,77632,67,llama,LlamaForCausalLM,7B,7000000000,transformers,False,False,LlamaConfig,True,2023
539,internlm/internlm2-chat-7b,77291,83,internlm2,InternLM2ForCausalLM,7b,7000000000,transformers,False,False,InternLM2Config,False,2024
540,openbmb/MiniCPM4.1-8B,77116,388,minicpm,MiniCPMForCausalLM,8B,8000000000,transformers,False,False,MiniCPMConfig,False,2025
541,unsloth/Llama-3.2-3B-Instruct-GGUF,76571,64,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
542,nvidia/Qwen3-8B-NVFP4,76500,17,qwen3,Qwen3ForCausalLM,8B,8000000000,Model Optimizer,False,False,Qwen3Config,True,2025
543,google/gemma-2b-it,76340,881,gemma,GemmaForCausalLM,2b,2000000000,transformers,True,False,,False,2024
544,solidrust/Meta-Llama-3.1-8B-Instruct-abliterated-AWQ,76117,4,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
